
 Lista de Imóveis da Caixa;;Data de geração:;27/12/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787714480200 ;MG ;UBERLANDIA ;PRESIDENTE ROOSEVELT ;RUA SILVIO CALEGARI, N. 185, Apto 201, PAV 01 BL 03 LT 05B1 QD 122 ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 44.84 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714480200
 8787708849400 ;MG ;UBERLANDIA ;JARDIM PATRICIA ;RUA JOAO RODRIGUES DE CASTRO, N. 105, Apto 203, BL 03 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708849400
 8787712263350 ;MG ;UBERLANDIA ;JARDIM PATRICIA ;RUA JOAO RODRIGUES DE CASTRO, N. 355, Apto 203, BL 20 VG 324 ;175.000,00;175.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712263350
 8787705165900 ;MG ;UBERLANDIA ;MINAS GERAIS ;RUA RUTH ROCHA, N. 143, Apto 607, BL 3 VG 186 ;195.000,00;195.000,00;0.00;Apartamento, 0.00 de área total, 51.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705165900
 8787712524685 ;MG ;UBERLANDIA ;MARTINS ;RUA CARMO GIFONI, N. 1500, Apto 605, PAV 06 TR B VG 200 LT 01A QD 03 ;225.000,00;225.000,00;0.00;Apartamento, 0.00 de área total, 50.41 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712524685
 8787708546289 ;MG ;UBERLANDIA ;MARTA HELENA ;RUA PADRE AMERICO CEPPI, N. 1916, Apto 101, PAV 01 ;190.000,00;190.000,00;0.00;Apartamento, 0.00 de área total, 42.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708546289
 8787709048363 ;MG ;UBERLANDIA ;LUIZOTE DE FREITAS ;RUA OSCAR BERNARDES DA COSTA, N. 75, Apto 906, PAV 9, BL C ;173.000,00;173.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709048363
 8787709377405 ;MG ;UBERLANDIA ;LUIZOTE DE FREITAS ;RUA OSCAR BERNARDES DA COSTA, N. 75, Apto 805, BL C ;199.800,00;199.800,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709377405
 8787709564728 ;MG ;UBERLANDIA ;LUIZOTE DE FREITAS ;RUA OSCAR BERNARDES DA COSTA, N. 75, Apto 404, PAV 4 BL C VG 57 LT 01 QD 14 ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709564728
 8787704975126 ;MG ;UBERLANDIA ;PANORAMA ;RUA R DO CALISTEMON N 363 511 3D1A9, N. 363, Apto 511, BL.D . ;162.000,00;162.000,00;0.00;Apartamento, 0.00 de área total, 47.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704975126
 8787714422111 ;MG ;UBERLANDIA ;PANORAMA ;RUA DO CALISTEMON, N. 363, Apto 411, BL E VG 388 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 47.69 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714422111
 8444420598414 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA MARIO JACOB YUNES, N. 201, Apto 101, BL 42 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420598414
 8444430061677 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA ANTONIO CARLOS M RIBEIRO, N. 405, LT 04 QD O ;224.000,00;224.000,00;0.00;Terreno, 0.00 de área total, 37.91 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444430061677
 8787707553710 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA PROF MARIA CELIA CENCE, N. 160, Apto 301, 3 PAV  BL 55 ;159.918,91;159.918,91;0.00;Apartamento, 0.00 de área total, 47.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707553710
 8787707169058 ;MG ;UBERLANDIA ;LARANJEIRAS ;RUA DOLORITA ELIAS DO NASCIMENTO, N. 200, Apto 403, BL 22, PAV 04 ;147.000,00;147.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707169058
 8787710763895 ;MG ;UBERLANDIA ;LARANJEIRAS ;RUA DOLORITA ELIAS DO NASCIMENTO, N. 200, Apto 402, BL 24 VG 59 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710763895
 1787701203493 ;MG ;UBERLANDIA ;CHACARAS TUBALINA E QUARTEL ;RUA SUDEPE, N. 1415, Apto 402, BL 04 ;148.000,00;148.000,00;0.00;Apartamento, 0.00 de área total, 44.73 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701203493
 8787715227703 ;MG ;UBERLANDIA ;CHACARAS TUBALINA E QUARTEL ;RUA SUDEPE, N. 67, Apto 102, BL 03 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 44.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715227703
 8444429130423 ;MG ;UBERLANDIA ;JARDIM IPANEMA ;RUA TARCILA DO AMARAL, N. 150, Apto 201, BL 02 ;184.000,00;184.000,00;0.00;Apartamento, 0.00 de área total, 47.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429130423
 8444427802904 ;MG ;UBERLANDIA ;GAVEA ;RUA LUIZ FUAD ABIB, N. 105, Apto 102, BL.28 .LT.01 QD. 13 ;189.400,00;189.400,00;0.00;Apartamento, 0.00 de área total, 43.61 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427802904
 8555532406330 ;MG ;UBERLANDIA ;GAVEA ;RUA LUZIA NEVES FLECK, N. 150, Apto 201, PAV 02 BL 12 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532406330
 8444417026596 ;MG ;UBERLANDIA ;JARDIM HOLANDA ;AVENIDA JOSE DE OLIVEIRA GUIMARAES, N. 700, Apto 201, BL 10 VG 85 ;162.000,00;162.000,00;0.00;Apartamento, 0.00 de área total, 44.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417026596
 8555536296505 ;MG ;UBERLANDIA ;JARDIM HOLANDA ;RUA GERALDO MAGELA DA SILVA, N. 111, Apto 804, BL B VG 52 ;170.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 48.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536296505
 8787712095016 ;MG ;UBERLANDIA ;JARDIM HOLANDA ;AVENIDA JOSE DE OLIVEIRA GUIMARAES, N. 1148, Apto 603, BL 08 ;210.000,00;210.000,00;0.00;Apartamento, 0.00 de área total, 57.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712095016
 8787712343982 ;MG ;UBERLANDIA ;JARDIM HOLANDA ; A JOSE DE OLIVEIRA GUIMARAES, N. 1233, 302, D0245A ;190.000,00;190.000,00;0.00;Apartamento, 0.00 de área total, 48.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712343982
 8787714377434 ;MG ;UBERLANDIA ;JARDIM HOLANDA ;AVENIDA  JOSE DE OLIVEIRA GUIMARAES, N. 1148, Apto 4, BL 07 ;244.988,69;244.988,69;0.00;Apartamento, 0.00 de área total, 70.04 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714377434
 8787714919822 ;MG ;UBERLANDIA ;JARDIM HOLANDA ;ALAMEDA JOSE DE OLIVEIRA GUIMARAES, N. 1233, Apto 101, BL 03 ;192.000,00;192.000,00;0.00;Apartamento, 0.00 de área total, 48.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714919822
 8787710234094 ;MG ;UBERLANDIA ;JARDIM BRASILIA ;AVENIDA RURAL, N. 340, Apto 402, BL 06 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 44.73 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710234094
 8787710764778 ;MG ;UBERLANDIA ;JARDIM BRASILIA ;AVENIDA RURAL, N. 68, Apto 108, BL 06A/06B, VG 60 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 45.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710764778
 8787702412442 ;MG ;UBERLANDIA ;JARDIM EUROPA ;AVENIDA TONICO REZENDE, N. 37, Apto 104, BL B ;172.000,00;172.000,00;0.00;Apartamento, 0.00 de área total, 44.58 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702412442
 8787710356572 ;MG ;UBERLANDIA ;JARDIM EUROPA ;RUA OLIVIA RIBEIRO DE SA, N. 1150, Apto 306, PAV 3 BL 01 VG 167 ;190.000,00;190.000,00;0.00;Apartamento, 0.00 de área total, 66.85 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710356572
 8787714290185 ;MG ;UBERLANDIA ;JARDIM EUROPA ;RUA OLIVIA RIBEIRO DE SA, N. 1150, Apto 1005, BL.01 . ;192.000,00;192.000,00;0.00;Apartamento, 0.00 de área total, 51.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714290185
 8444413034926 ;MG ;UBERLANDIA ;JARDIM INCONFIDENCIA ;RUA RENATO DE OLIVEIRA GRAMA, N. 0, LT.25-A QD.02 ;220.000,00;220.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413034926
 8787703451891 ;MG ;UBERLANDIA ;LOTEAMENTO RESIDENCIAL PEQUIS ;RUA GRAXAIMDOCAMPO, N. 171, Apto 304, BL.01 . ;130.000,00;130.000,00;0.00;Apartamento, 0.00 de área total, 43.05 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703451891
 8787714528327 ;MG ;UBERLANDIA ;LOTEAMENTO RESIDENCIAL PEQUIS ;AVENIDA WILSON RODRIGUES DA SILVA, N. 2532, Apto 204, BL 03 VG 157 ;168.100,00;168.100,00;0.00;Apartamento, 0.00 de área total, 47.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714528327
 8787705890973 ;MG ;UBERLANDIA ;GRAND VILLE ;AVENIDA MANUEL LUCIO, N. 520, Apto 301, BL 06 ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705890973
 8787709532141 ;MG ;UBERLANDIA ;GRAND VILLE ;RUA HARPIA, N. 40, Apto 104, BL 01 VG 04 ;169.000,00;169.000,00;0.00;Apartamento, 0.00 de área total, 43.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709532141
 8787712444827 ;MG ;UBERLANDIA ;GRAND VILLE ;RUA ALBATROZ, N. 336, Apto 404, BL 14 ;149.000,00;149.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712444827
 8787707505449 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA PROFESSORA MARIA CELIA CENCE, N. 160, Apto 304, BL 53, LT 01, QD 04 ;156.310,57;156.000,00;0.00;Apartamento, 0.00 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707505449
 1444411035110 ;MG ;UBERLANDIA ;JARDIM INCONFIDENCIA ;RUA ALEXANDRITA, N. 167, Apto 204, . ;312.500,00;310.000,00;0.00;Apartamento, 0.00 de área total, 77.70 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411035110
 8787705110307 ;MG ;UBERLANDIA ;LARANJEIRAS ;RUA PLANALTO BORBOREMA, N. 1703, Apto 1208, BL.02 .LT. 01-13 E 26-34 QD 12 - VG190 ;197.000,00;195.000,00;0.00;Apartamento, 0.00 de área total, 51.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705110307
 8787707840779 ;MG ;UBERLANDIA ;GRAND VILLE ; R HARPIA, N. 40, 102, 14 ;152.862,04;150.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707840779
 8787703629828 ;MG ;UBERLANDIA ;JARDIM HOLANDA ;ALAMEDA CORRETOR DE IMOVEIS, N. 1035, Apto 204, PV 02 BL 10 ;132.882,90;130.000,00;0.00;Apartamento, 0.00 de área total, 44.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703629828
 8787706684811 ;MG ;UBERLANDIA ;LOTEAMENTO RESIDENCIAL PEQUIS ;RUA SAGUIDOCERRADO, N. 90, Apto 403, BL 01 VG 06 ;138.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 47.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706684811
 8444416032835 ;MG ;UBERLANDIA ;LUIZOTE DE FREITAS ;RUA VERIDIANO TEODORO DOS SANTOS, N. 991, Apto 406, VG 01 ;154.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 48.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416032835
 1444418163904 ;MG ;UBERLANDIA ;MINAS GERAIS ;RUA DO AMENDOIM, N. 3196, Apto 203, BL B ;216.348,13;210.000,00;0.00;Apartamento, 0.00 de área total, 45.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418163904
 8444415756970 ;MG ;UBERLANDIA ;CHACARAS TUBALINA E QUARTEL ;RUA WALDEMAR SILVA, N. 199, Apto 22, PAV 2 BL B ;141.762,00;137.000,00;0.00;Apartamento, 0.00 de área total, 45.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415756970
 8787706217270 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA PROFESSORA MARIA CELIA CENCE, N. 160, Apto 204, BL 47 ;156.315,62;151.000,00;0.00;Apartamento, 0.00 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706217270
 8787703614774 ;MG ;UBERLANDIA ;GAVEA ;RUA PROF MARIA CELIA CENCE, N. 160, Apto 404, BL 29, PAV 04, LT 01, QD 04 ;155.543,35;150.000,00;0.00;Apartamento, 0.00 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703614774
 8555539973109 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA PROFESSORA MARIA CELIA CENC, N. 160, Apto 101, BL.09 .LT.01 QD.04 ;181.797,43;175.000,00;0.00;Apartamento, 0.00 de área total, 47.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539973109
 8787707048269 ;MG ;UBERLANDIA ;JARDIM HOLANDA ;AVENIDA PALESTINA, N. 35, Apto 403, PAV 04 BL 06 LT 21 B QD B ;154.833,32;149.000,00;0.00;Apartamento, 0.00 de área total, 44.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707048269
 8787709584966 ;MG ;UBERLANDIA ;JARDIM PATRICIA ;RUA JOAO RODRIGUES DE CASTRO, N. 105, Apto 204, P 02 BL 02 LT 01 A1C A QD 01 VG 376 ;142.831,91;137.000,00;0.00;Apartamento, 0.00 de área total, 47.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709584966
 8444419641123 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA MARIA DE MIRANDA, N. 217, Apto 203, LT 32 33, QD 94 ;145.465,95;139.000,00;0.00;Apartamento, 0.00 de área total, 47.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419641123
 8444403608229 ;MG ;UBERLANDIA ;MORUMBI ;RUA PILAO, N. 730, LT 26 QD 22 ;153.050,59;146.000,00;0.00;Casa, 0.00 de área total, 23.92 de área privativa, 250.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403608229
 8555515100156 ;MG ;UBERLANDIA ;LARANJEIRAS ;RUA ANTONIO BERNARDES DA COSTA, N. 400, Apto 402, BL K PAV 3 VG 174 LT 01 ;152.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 45.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555515100156
 8787707291422 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA PROFESSORA MARIA CELIA CENCE, N. 160, Apto 304, BL 26 VG 690 ;156.241,23;148.000,00;0.00;Apartamento, 0.00 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707291422
 8555534135776 ;MG ;UBERLANDIA ;SHOPPING PARK ;RUA LUZIA NEVES FLECK, N. 150, Apto 101, BL 17 ;148.339,14;140.000,00;0.00;Apartamento, 0.00 de área total, 43.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534135776
 8555533871398 ;MG ;UBERLANDIA ;CHACARAS TUBALINA E QUARTEL ;AVENIDA PINHO, N. 1131, Apto 104, BL 03 ;157.023,47;148.000,00;0.00;Apartamento, 0.00 de área total, 43.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533871398
